"means","Freq"
"1670","3613",4
"1671","3614",2
"1672","3615",2
"1673","3616",1
"1674","3618",1
"1675","3619",1
"1676","3620",1
"1677","3621",1
"1678","3622",3
"1679","3623",5
"1680","3624",1
"1681","3625",4
"1682","3627",1
"1683","3628",4
"1684","3629",1
"1685","3630",3
"1686","3631",3
"1687","3632",2
"1688","3633",2
"1689","3634",3
"1690","3635",3
"1691","3636",3
"1692","3637",3
"1693","3639",1
"1694","3640",3
"1695","3641",2
"1696","3642",1
"1697","3643",1
"1698","3644",2
"1699","3645",2
"1700","3648",2
"1701","3649",2
"1702","3650",1
"1703","3651",3
"1704","3652",1
"1705","3654",3
"1706","3656",2
"1707","3658",1
"1708","3659",6
"1709","3660",3
"1710","3661",1
"1711","3662",5
"1712","3663",4
"1713","3664",2
"1714","3665",1
"1715","3666",2
"1716","3667",1
"1717","3669",3
"1718","3671",2
"1719","3672",1
"1720","3673",2
"1721","3674",2
"1722","3675",1
"1723","3676",1
"1724","3678",4
"1725","3680",3
"1726","3681",2
"1727","3682",1
"1728","3683",3
"1729","3684",3
"1730","3685",2
"1731","3687",1
"1732","3688",2
"1733","3689",1
"1734","3690",2
"1735","3691",1
"1736","3692",3
"1737","3693",2
"1738","3694",2
"1739","3698",1
"1740","3701",3
"1741","3702",4
"1742","3703",4
"1743","3704",1
"1744","3705",3
"1745","3706",3
"1746","3707",3
"1747","3708",1
"1748","3710",1
"1749","3711",2
"1750","3712",2
"1751","3713",2
"1752","3715",2
"1753","3716",2
"1754","3717",1
"1755","3719",2
"1756","3720",3
"1757","3722",1
"1758","3723",4
"1759","3724",5
"1760","3726",1
"1761","3727",1
"1762","3728",1
"1763","3729",5
"1764","3730",1
"1765","3731",2
"1766","3732",3
"1767","3733",1
"1768","3734",1
"1769","3735",2
"1770","3737",2
"1771","3738",5
"1772","3739",2
"1773","3741",3
"1774","3742",3
"1775","3744",2
"1776","3745",3
"1777","3746",2
"1778","3747",5
"1779","3748",2
"1780","3749",2
"1781","3750",2
"1782","3751",3
"1783","3752",1
"1784","3753",1
"1785","3754",2
"1786","3755",1
"1787","3756",3
"1788","3757",1
"1789","3758",6
"1790","3759",3
"1791","3761",2
"1792","3762",1
"1793","3763",2
"1794","3764",1
"1795","3765",4
"1796","3766",3
"1797","3767",1
"1798","3768",1
"1799","3769",3
"1800","3770",1
"1801","3771",4
"1802","3772",2
"1803","3773",4
"1804","3775",2
"1805","3776",2
"1806","3777",1
"1807","3779",3
"1808","3780",1
"1809","3781",1
"1810","3782",2
"1811","3784",4
"1812","3785",1
"1813","3786",4
"1814","3787",3
"1815","3789",1
"1816","3790",1
"1817","3791",1
"1818","3792",3
"1819","3793",2
"1820","3795",2
"1821","3796",2
"1822","3797",3
"1823","3798",5
"1824","3799",3
"1825","3800",3
"1826","3802",1
"1827","3803",3
"1828","3804",4
"1829","3805",1
"1830","3806",2
"1831","3808",2
"1832","3809",5
"1833","3810",4
"1834","3811",5
"1835","3812",1
"1836","3814",1
"1837","3815",3
"1838","3817",1
"1839","3818",4
"1840","3820",2
"1841","3821",4
"1842","3822",4
"1843","3823",1
"1844","3824",7
"1845","3827",6
"1846","3828",3
"1847","3829",1
"1848","3831",1
"1849","3832",1
"1850","3833",1
"1851","3835",2
"1852","3836",2
"1853","3837",1
"1854","3839",1
"1855","3840",2
"1856","3841",3
"1857","3842",1
"1858","3843",1
"1859","3845",2
"1860","3846",4
"1861","3847",4
"1862","3848",1
"1863","3849",1
"1864","3850",2
"1865","3851",2
"1866","3853",3
"1867","3854",3
"1868","3855",4
"1869","3856",2
"1870","3857",2
"1871","3858",2
"1872","3859",4
"1873","3860",2
"1874","3861",1
"1875","3862",5
"1876","3863",3
"1877","3864",6
"1878","3865",1
"1879","3866",3
"1880","3867",1
"1881","3868",4
"1882","3869",2
"1883","3870",3
"1884","3871",2
"1885","3872",2
"1886","3873",4
"1887","3874",3
"1888","3875",3
"1889","3876",4
"1890","3877",2
"1891","3878",2
"1892","3879",2
"1893","3880",3
"1894","3881",2
"1895","3882",2
"1896","3883",3
"1897","3884",2
"1898","3885",2
"1899","3886",2
"1900","3888",1
"1901","3889",2
"1902","3890",1
"1903","3891",1
"1904","3892",4
"1905","3893",2
"1906","3894",2
"1907","3895",1
"1908","3896",1
"1909","3897",5
"1910","3898",2
"1911","3899",2
"1912","3900",3
"1913","3901",2
"1914","3902",3
"1915","3903",5
"1916","3904",3
"1917","3905",2
"1918","3907",1
"1919","3908",1
"1920","3909",2
"1921","3910",4
"1922","3911",2
"1923","3912",1
"1924","3913",2
"1925","3914",3
"1926","3915",3
"1927","3916",4
"1928","3917",3
"1929","3918",1
"1930","3920",1
"1931","3921",2
"1932","3922",3
"1933","3923",2
"1934","3924",1
"1935","3925",1
"1936","3929",1
"1937","3930",3
"1938","3931",1
"1939","3932",5
"1940","3933",2
"1941","3935",3
"1942","3936",4
"1943","3937",1
"1944","3938",5
"1945","3939",5
"1946","3941",1
"1947","3942",2
"1948","3943",1
"1949","3944",2
"1950","3945",3
"1951","3947",1
"1952","3948",1
"1953","3949",2
"1954","3950",3
"1955","3951",1
"1956","3952",2
"1957","3953",2
"1958","3954",1
"1959","3956",1
"1960","3959",2
"1961","3960",3
"1962","3961",1
"1963","3962",3
"1964","3963",2
"1965","3964",2
"1966","3965",1
"1967","3966",2
"1968","3967",1
"1969","3968",3
"1970","3969",3
"1971","3970",2
"1972","3971",5
"1973","3972",2
"1974","3973",5
"1975","3974",3
"1976","3975",3
"1977","3976",3
"1978","3977",3
"1979","3978",3
"1980","3979",3
"1981","3980",2
"1982","3982",1
"1983","3983",2
"1984","3984",3
"1985","3985",3
"1986","3986",1
"1987","3987",2
"1988","3988",1
"1989","3989",4
"1990","3990",2
"1991","3992",2
"1992","3993",2
"1993","3994",2
"1994","3996",2
"1995","3997",1
"1996","3998",2
"1997","3999",4
"1998","4000",5
"1999","4001",3
"2000","4003",3
"2001","4004",2
"2002","4005",2
"2003","4007",3
"2004","4009",2
"2005","4010",3
"2006","4011",6
"2007","4012",2
"2008","4013",3
"2009","4014",2
"2010","4015",2
"2011","4016",1
"2012","4017",3
"2013","4018",1
"2014","4019",2
"2015","4021",2
"2016","4022",1
"2017","4023",3
"2018","4024",1
"2019","4025",3
"2020","4026",1
"2021","4027",1
"2022","4028",2
"2023","4029",3
"2024","4032",2
"2025","4033",3
"2026","4034",2
"2027","4035",2
"2028","4036",1
"2029","4038",3
"2030","4039",3
"2031","4040",2
"2032","4041",4
"2033","4042",4
"2034","4043",1
"2035","4044",3
"2036","4045",3
"2037","4046",3
"2038","4047",4
"2039","4048",4
"2040","4049",1
"2041","4050",2
"2042","4051",5
"2043","4052",1
"2044","4053",3
"2045","4054",2
"2046","4055",2
"2047","4056",1
"2048","4057",2
"2049","4060",3
"2050","4061",2
"2051","4062",2
"2052","4064",4
"2053","4065",2
"2054","4066",2
"2055","4067",5
"2056","4068",2
"2057","4069",2
"2058","4070",3
"2059","4071",2
"2060","4072",1
"2061","4073",1
"2062","4074",3
"2063","4075",2
"2064","4077",2
"2065","4078",3
"2066","4079",2
"2067","4081",1
"2068","4082",1
"2069","4084",1
"2070","4085",2
"2071","4086",5
"2072","4087",1
"2073","4088",1
"2074","4090",1
"2075","4091",2
"2076","4092",4
"2077","4093",3
"2078","4094",1
"2079","4096",2
"2080","4097",1
"2081","4098",3
"2082","4099",1
"2083","4100",2
"2084","4101",1
"2085","4102",1
"2086","4103",4
"2087","4105",2
"2088","4106",4
"2089","4107",3
"2090","4108",1
"2091","4109",3
"2092","4110",2
"2093","4111",2
"2094","4113",3
"2095","4114",5
"2096","4115",3
"2097","4117",2
"2098","4118",4
"2099","4119",1
"2100","4121",3
"2101","4122",4
"2102","4123",3
"2103","4124",1
"2104","4125",1
"2105","4126",1
"2106","4128",3
"2107","4129",2
"2108","4130",4
"2109","4132",1
"2110","4133",2
"2111","4134",3
"2112","4135",2
"2113","4136",2
"2114","4137",2
"2115","4138",3
"2116","4139",5
"2117","4140",2
"2118","4141",4
"2119","4142",3
"2120","4143",2
"2121","4144",1
"2122","4145",1
"2123","4146",4
"2124","4147",1
"2125","4148",1
"2126","4149",1
"2127","4150",2
"2128","4151",1
"2129","4152",1
"2130","4153",4
"2131","4154",3
"2132","4155",1
"2133","4156",3
"2134","4157",4
"2135","4158",2
"2136","4159",2
"2137","4160",3
"2138","4161",1
"2139","4162",3
"2140","4163",1
"2141","4164",2
"2142","4166",2
"2143","4167",2
"2144","4168",2
"2145","4169",2
"2146","4170",3
"2147","4171",1
"2148","4173",3
"2149","4174",2
"2150","4175",1
"2151","4176",2
"2152","4178",2
"2153","4179",3
"2154","4180",1
"2155","4181",3
"2156","4182",4
"2157","4183",1
"2158","4184",1
"2159","4185",2
"2160","4187",2
"2161","4188",1
"2162","4189",4
"2163","4190",2
"2164","4191",2
"2165","4192",1
"2166","4193",3
"2167","4194",1
"2168","4195",2
"2169","4197",1
"2170","4198",1
"2171","4199",1
"2172","4201",2
"2173","4202",1
"2174","4203",2
"2175","4204",3
"2176","4205",3
"2177","4206",5
"2178","4207",1
"2179","4208",1
"2180","4209",4
"2181","4210",2
"2182","4211",3
"2183","4212",3
"2184","4213",1
"2185","4214",2
"2186","4215",2
"2187","4217",3
"2188","4218",1
"2189","4219",4
"2190","4220",2
"2191","4222",3
"2192","4223",3
"2193","4224",2
"2194","4225",2
"2195","4226",1
"2196","4227",3
"2197","4228",2
"2198","4229",4
"2199","4230",1
"2200","4231",1
"2201","4232",1
"2202","4234",2
"2203","4237",2
"2204","4238",2
"2205","4239",1
"2206","4240",2
"2207","4242",3
"2208","4244",2
"2209","4245",1
"2210","4247",1
"2211","4248",3
"2212","4249",1
"2213","4250",2
"2214","4252",3
"2215","4253",2
"2216","4254",1
"2217","4257",1
"2218","4258",1
"2219","4259",4
"2220","4260",3
"2221","4261",4
"2222","4262",2
"2223","4264",2
"2224","4266",2
"2225","4267",2
"2226","4268",2
"2227","4269",2
"2228","4270",1
"2229","4271",1
"2230","4273",1
"2231","4274",1
"2232","4275",4
"2233","4276",2
"2234","4277",1
"2235","4278",3
"2236","4279",1
"2237","4282",1
"2238","4283",4
"2239","4285",1
"2240","4287",3
"2241","4288",2
"2242","4289",1
"2243","4291",1
"2244","4292",1
"2245","4293",3
"2246","4294",3
"2247","4295",4
"2248","4296",2
"2249","4298",3
"2250","4299",2
"2251","4300",3
"2252","4302",4
"2253","4304",2
"2254","4305",4
"2255","4306",2
"2256","4307",2
"2257","4308",1
"2258","4311",1
"2259","4312",3
"2260","4313",1
"2261","4314",2
"2262","4315",3
"2263","4316",2
"2264","4317",2
"2265","4318",2
"2266","4319",3
"2267","4320",4
"2268","4321",1
"2269","4322",2
"2270","4323",1
"2271","4324",1
"2272","4326",1
"2273","4328",1
"2274","4329",1
"2275","4330",1
"2276","4331",5
"2277","4332",4
"2278","4334",3
"2279","4335",1
"2280","4336",2
"2281","4337",2
"2282","4338",2
"2283","4339",2
"2284","4340",3
"2285","4341",2
"2286","4342",1
"2287","4343",1
"2288","4345",3
"2289","4346",2
"2290","4347",1
"2291","4348",3
"2292","4349",2
"2293","4350",3
"2294","4351",3
"2295","4353",3
"2296","4354",1
"2297","4355",3
"2298","4357",3
"2299","4358",1
"2300","4360",2
"2301","4361",4
"2302","4363",2
"2303","4364",4
"2304","4365",1
"2305","4366",1
"2306","4367",4
"2307","4368",2
"2308","4369",3
"2309","4370",1
"2310","4372",2
"2311","4373",4
"2312","4375",2
"2313","4376",2
"2314","4378",3
"2315","4379",3
"2316","4380",3
"2317","4381",3
"2318","4382",1
"2319","4383",2
"2320","4384",4
"2321","4385",1
"2322","4386",2
"2323","4388",1
"2324","4389",2
"2325","4391",2
"2326","4392",1
"2327","4393",1
"2328","4394",1
"2329","4396",3
"2330","4397",3
"2331","4401",2
"2332","4402",3
"2333","4404",4
"2334","4405",1
"2335","4407",5
"2336","4408",5
"2337","4409",2
"2338","4411",4
"2339","4412",2
"2340","4413",3
"2341","4414",4
"2342","4415",3
"2343","4417",1
"2344","4419",3
"2345","4420",3
"2346","4421",6
"2347","4422",3
"2348","4423",4
"2349","4424",3
"2350","4426",3
"2351","4427",2
"2352","4428",3
"2353","4430",1
"2354","4431",1
"2355","4434",1
"2356","4435",1
"2357","4436",2
"2358","4437",3
"2359","4438",2
"2360","4439",5
"2361","4440",3
"2362","4441",3
"2363","4442",2
"2364","4445",4
"2365","4446",2
"2366","4447",1
"2367","4448",2
"2368","4450",3
"2369","4451",1
"2370","4452",3
"2371","4453",1
"2372","4454",2
"2373","4455",1
"2374","4456",1
"2375","4457",2
"2376","4459",1
"2377","4460",9
"2378","4461",2
"2379","4462",3
"2380","4463",1
"2381","4464",1
"2382","4465",1
"2383","4466",2
"2384","4467",1
"2385","4468",1
"2386","4470",2
"2387","4471",1
"2388","4473",1
"2389","4474",4
"2390","4475",2
"2391","4476",2
"2392","4477",1
"2393","4478",2
"2394","4480",2
"2395","4481",2
"2396","4483",4
"2397","4484",1
"2398","4485",4
"2399","4486",2
"2400","4487",2
"2401","4488",2
"2402","4489",2
"2403","4490",2
"2404","4491",1
"2405","4492",2
"2406","4493",1
"2407","4494",3
"2408","4495",4
"2409","4496",2
"2410","4497",1
"2411","4500",3
"2412","4501",3
"2413","4502",1
"2414","4503",1
"2415","4504",1
"2416","4505",2
"2417","4506",2
"2418","4507",1
"2419","4508",2
"2420","4509",2
"2421","4510",4
"2422","4511",3
"2423","4512",1
"2424","4513",1
"2425","4514",1
"2426","4515",3
"2427","4516",2
"2428","4517",1
"2429","4518",3
"2430","4519",1
"2431","4520",1
"2432","4521",3
"2433","4522",2
"2434","4523",1
"2435","4524",1
"2436","4526",2
"2437","4527",1
"2438","4528",2
"2439","4529",2
"2440","4530",5
"2441","4531",6
"2442","4532",4
"2443","4533",2
"2444","4534",2
"2445","4535",3
"2446","4537",2
"2447","4538",5
"2448","4539",2
"2449","4540",4
"2450","4541",2
"2451","4542",1
"2452","4544",4
"2453","4547",4
"2454","4549",1
"2455","4550",2
"2456","4551",2
"2457","4552",2
"2458","4553",3
"2459","4555",3
"2460","4556",1
"2461","4557",1
"2462","4558",1
"2463","4559",2
"2464","4560",1
"2465","4561",2
"2466","4563",2
"2467","4565",3
"2468","4566",1
"2469","4568",2
"2470","4569",3
"2471","4570",1
"2472","4571",3
"2473","4572",2
"2474","4573",2
"2475","4574",2
"2476","4575",3
"2477","4576",1
"2478","4577",2
"2479","4578",1
"2480","4579",2
"2481","4580",3
"2482","4581",2
"2483","4582",2
"2484","4584",1
"2485","4585",2
"2486","4586",1
"2487","4587",1
"2488","4590",1
"2489","4591",2
"2490","4592",6
"2491","4593",1
"2492","4594",5
"2493","4595",2
"2494","4596",2
"2495","4598",1
"2496","4599",2
"2497","4600",4
"2498","4601",2
"2499","4602",2
"2500","4603",1
"2501","4604",2
"2502","4606",4
"2503","4607",3
"2504","4608",1
"2505","4609",2
"2506","4610",1
"2507","4611",2
"2508","4612",4
"2509","4613",3
"2510","4614",1
"2511","4615",1
"2512","4616",1
"2513","4617",1
"2514","4618",2
"2515","4619",5
"2516","4620",4
"2517","4621",1
"2518","4622",1
"2519","4628",1
"2520","4629",1
"2521","4630",4
"2522","4632",1
"2523","4633",2
"2524","4634",5
"2525","4635",1
"2526","4636",2
"2527","4637",3
"2528","4638",1
"2529","4639",3
"2530","4640",7
"2531","4641",5
"2532","4642",3
"2533","4643",4
"2534","4645",1
"2535","4647",2
"2536","4648",2
"2537","4649",2
"2538","4650",1
"2539","4651",3
"2540","4652",2
"2541","4653",3
"2542","4654",3
"2543","4655",1
"2544","4656",1
"2545","4657",5
"2546","4658",2
"2547","4659",3
"2548","4661",1
"2549","4662",3
"2550","4663",1
"2551","4664",3
"2552","4665",2
"2553","4666",5
"2554","4667",3
"2555","4668",2
"2556","4669",1
"2557","4670",1
"2558","4671",1
"2559","4672",2
"2560","4673",4
"2561","4674",4
"2562","4675",2
"2563","4676",2
"2564","4677",2
"2565","4678",2
"2566","4679",2
"2567","4680",1
"2568","4681",2
"2569","4683",2
"2570","4684",6
"2571","4685",2
"2572","4686",3
"2573","4688",1
"2574","4689",2
"2575","4691",3
"2576","4693",1
"2577","4694",2
"2578","4695",2
"2579","4697",2
"2580","4698",1
"2581","4699",1
"2582","4701",3
"2583","4702",3
"2584","4703",1
"2585","4704",2
"2586","4705",4
"2587","4706",3
"2588","4707",1
"2589","4708",1
"2590","4710",2
"2591","4711",1
"2592","4712",3
"2593","4713",1
"2594","4714",1
"2595","4716",1
"2596","4717",4
"2597","4718",5
"2598","4719",1
"2599","4720",1
"2600","4721",2
"2601","4723",1
"2602","4724",1
"2603","4725",2
"2604","4726",5
"2605","4727",2
"2606","4728",3
"2607","4729",4
"2608","4730",1
"2609","4731",2
"2610","4733",2
"2611","4734",2
"2612","4735",3
"2613","4736",1
"2614","4737",2
"2615","4738",4
"2616","4739",3
"2617","4740",2
"2618","4741",2
"2619","4742",1
"2620","4744",2
"2621","4745",4
"2622","4746",1
"2623","4747",2
"2624","4749",1
"2625","4750",2
"2626","4751",3
"2627","4752",1
"2628","4753",2
"2629","4755",1
"2630","4756",3
"2631","4757",1
"2632","4758",1
"2633","4759",1
"2634","4760",2
"2635","4762",4
"2636","4763",3
"2637","4764",2
"2638","4765",2
"2639","4766",1
"2640","4767",3
"2641","4768",2
"2642","4769",1
"2643","4770",1
"2644","4771",1
"2645","4772",2
"2646","4773",1
"2647","4775",1
"2648","4776",2
"2649","4777",4
"2650","4778",4
"2651","4779",3
"2652","4780",3
"2653","4781",2
"2654","4782",2
"2655","4784",1
"2656","4785",1
"2657","4786",4
"2658","4787",3
"2659","4788",4
"2660","4789",3
"2661","4790",2
"2662","4791",1
"2663","4792",2
"2664","4794",2
"2665","4795",6
"2666","4796",3
"2667","4797",1
"2668","4798",5
"2669","4799",2
"2670","4800",1
"2671","4801",3
"2672","4802",5
"2673","4803",2
"2674","4804",1
"2675","4805",1
"2676","4807",1
"2677","4808",2
"2678","4809",2
"2679","4811",2
"2680","4812",2
"2681","4813",2
"2682","4814",1
"2683","4816",1
"2684","4817",3
"2685","4819",4
"2686","4820",1
"2687","4821",2
"2688","4822",4
"2689","4824",2
"2690","4825",1
"2691","4826",2
"2692","4829",2
"2693","4831",1
"2694","4832",3
"2695","4833",1
"2696","4835",1
"2697","4836",1
"2698","4837",2
"2699","4838",4
"2700","4839",3
"2701","4841",3
"2702","4842",2
"2703","4844",4
"2704","4845",4
"2705","4846",5
"2706","4847",2
"2707","4848",2
"2708","4849",3
"2709","4850",1
"2710","4851",3
"2711","4852",3
"2712","4854",1
"2713","4855",1
"2714","4857",3
"2715","4859",3
"2716","4860",2
"2717","4861",1
"2718","4863",2
"2719","4864",2
"2720","4865",4
"2721","4866",1
"2722","4867",2
"2723","4869",2
"2724","4870",1
"2725","4871",1
"2726","4872",1
"2727","4873",2
"2728","4874",1
"2729","4875",3
"2730","4877",4
"2731","4878",3
"2732","4879",3
"2733","4880",1
"2734","4883",3
"2735","4885",1
"2736","4886",2
"2737","4887",1
"2738","4888",1
"2739","4889",1
"2740","4890",2
"2741","4893",1
"2742","4894",4
"2743","4896",3
"2744","4898",2
"2745","4899",2
"2746","4900",1
"2747","4901",3
"2748","4902",4
"2749","4903",3
"2750","4904",1
"2751","4905",1
"2752","4906",1
"2753","4907",5
"2754","4909",2
"2755","4910",3
"2756","4911",6
"2757","4912",3
"2758","4913",1
"2759","4914",3
"2760","4915",1
"2761","4916",3
"2762","4917",7
"2763","4918",7
"2764","4919",1
"2765","4920",2
"2766","4921",2
"2767","4922",1
"2768","4923",2
"2769","4924",6
"2770","4926",2
"2771","4927",1
"2772","4929",1
"2773","4930",1
"2774","4931",1
"2775","4932",2
"2776","4933",3
"2777","4934",2
"2778","4936",4
"2779","4937",3
"2780","4938",2
"2781","4940",1
"2782","4941",2
"2783","4943",2
"2784","4944",3
"2785","4946",2
"2786","4947",5
"2787","4949",2
"2788","4951",2
"2789","4952",1
"2790","4953",1
"2791","4954",2
"2792","4955",1
"2793","4956",3
"2794","4957",1
"2795","4958",2
"2796","4960",1
"2797","4961",1
"2798","4962",2
"2799","4964",1
"2800","4968",1
"2801","4970",5
"2802","4971",3
"2803","4972",2
"2804","4973",1
"2805","4974",1
"2806","4975",2
"2807","4976",2
"2808","4978",4
"2809","4980",2
"2810","4982",1
"2811","4983",1
"2812","4984",5
"2813","4985",2
"2814","4987",5
"2815","4988",2
"2816","4989",1
"2817","4990",3
"2818","4991",4
"2819","4992",4
"2820","4993",1
"2821","4994",2
"2822","4995",1
"2823","4996",1
"2824","4997",1
"2825","4999",3
"2826","5000",1
"2827","5001",3
"2828","5002",2
"2829","5003",2
"2830","5004",1
"2831","5005",2
"2832","5006",3
"2833","5007",3
"2834","5008",2
"2835","5009",2
"2836","5012",2
"2837","5013",1
"2838","5014",1
"2839","5015",2
"2840","5016",1
"2841","5017",2
"2842","5019",1
"2843","5020",1
"2844","5021",1
"2845","5023",1
"2846","5024",1
"2847","5025",2
"2848","5026",2
"2849","5027",1
"2850","5028",1
"2851","5030",2
"2852","5031",2
"2853","5032",3
"2854","5033",1
"2855","5035",1
"2856","5036",2
"2857","5037",4
"2858","5041",3
"2859","5042",1
"2860","5043",2
"2861","5045",4
"2862","5047",2
"2863","5048",2
"2864","5049",4
"2865","5050",1
"2866","5051",3
"2867","5052",1
"2868","5055",2
"2869","5057",2
"2870","5058",3
"2871","5059",1
"2872","5061",1
"2873","5062",1
"2874","5063",2
"2875","5064",1
"2876","5065",4
"2877","5066",6
"2878","5067",3
"2879","5068",2
"2880","5069",1
"2881","5070",4
"2882","5071",2
"2883","5072",1
"2884","5074",3
"2885","5075",2
"2886","5076",1
"2887","5079",2
"2888","5080",1
"2889","5081",1
"2890","5082",1
"2891","5083",2
"2892","5084",2
"2893","5085",2
"2894","5087",1
"2895","5088",3
"2896","5089",1
"2897","5090",2
"2898","5091",2
"2899","5092",1
"2900","5093",3
"2901","5094",4
"2902","5097",3
"2903","5098",3
"2904","5099",1
"2905","5100",1
"2906","5101",2
"2907","5103",1
"2908","5104",2
"2909","5106",1
"2910","5107",1
"2911","5109",2
"2912","5112",2
"2913","5113",3
"2914","5114",1
"2915","5115",1
"2916","5116",1
"2917","5117",1
"2918","5118",1
"2919","5119",5
"2920","5122",3
"2921","5123",1
"2922","5124",3
"2923","5125",1
"2924","5128",1
"2925","5129",3
"2926","5130",5
"2927","5131",5
"2928","5132",1
"2929","5133",2
"2930","5134",2
"2931","5135",2
"2932","5136",1
"2933","5138",1
"2934","5139",2
"2935","5140",3
"2936","5141",2
"2937","5142",1
"2938","5143",1
"2939","5144",1
"2940","5145",2
"2941","5146",1
"2942","5147",6
"2943","5148",1
"2944","5149",2
"2945","5150",1
"2946","5151",2
"2947","5152",1
"2948","5153",3
"2949","5155",2
"2950","5157",3
"2951","5158",1
"2952","5159",2
"2953","5162",3
"2954","5163",1
"2955","5164",3
"2956","5165",3
"2957","5166",1
"2958","5167",1
"2959","5171",1
"2960","5172",2
"2961","5173",2
"2962","5174",3
"2963","5175",3
"2964","5176",1
"2965","5177",3
"2966","5178",1
"2967","5179",3
"2968","5180",2
"2969","5181",2
"2970","5182",1
"2971","5183",1
"2972","5184",3
"2973","5186",1
"2974","5187",1
"2975","5188",2
"2976","5189",2
"2977","5190",1
"2978","5191",2
"2979","5193",3
"2980","5194",2
"2981","5196",2
"2982","5197",2
"2983","5198",1
"2984","5199",3
"2985","5200",3
"2986","5201",1
"2987","5202",1
"2988","5203",4
"2989","5205",1
"2990","5206",4
"2991","5208",1
"2992","5209",2
"2993","5212",2
"2994","5213",5
"2995","5214",1
"2996","5215",3
"2997","5217",1
"2998","5218",1
"2999","5219",2
"3000","5223",2
"3001","5224",4
"3002","5225",4
"3003","5226",2
"3004","5227",3
"3005","5228",2
"3006","5229",1
"3007","5231",1
"3008","5233",3
"3009","5234",2
"3010","5235",3
"3011","5236",3
"3012","5237",2
"3013","5239",2
"3014","5240",2
"3015","5241",2
"3016","5243",1
"3017","5244",3
"3018","5247",1
"3019","5248",3
"3020","5249",4
"3021","5250",1
"3022","5251",1
"3023","5252",2
"3024","5253",3
"3025","5254",1
"3026","5255",2
"3027","5256",2
"3028","5257",2
"3029","5258",2
"3030","5259",3
"3031","5260",1
"3032","5262",3
"3033","5263",2
"3034","5264",1
"3035","5265",2
"3036","5266",3
"3037","5267",2
"3038","5268",1
"3039","5270",2
"3040","5271",2
"3041","5273",1
"3042","5275",3
"3043","5277",2
"3044","5278",2
"3045","5279",2
"3046","5280",2
"3047","5281",2
"3048","5282",1
"3049","5283",3
"3050","5284",1
"3051","5285",2
"3052","5286",1
"3053","5288",4
"3054","5291",1
"3055","5292",1
"3056","5293",3
"3057","5294",2
"3058","5297",2
"3059","5298",1
"3060","5299",2
"3061","5300",2
"3062","5301",2
"3063","5302",2
"3064","5303",2
"3065","5304",2
"3066","5305",2
"3067","5306",4
"3068","5307",2
"3069","5308",1
"3070","5309",2
"3071","5310",1
"3072","5311",1
"3073","5312",2
"3074","5313",3
"3075","5314",4
"3076","5316",1
"3077","5317",3
"3078","5318",1
"3079","5319",4
"3080","5321",2
"3081","5322",1
"3082","5323",1
"3083","5324",1
"3084","5326",2
"3085","5327",2
"3086","5328",1
"3087","5329",2
"3088","5330",1
"3089","5332",2
"3090","5333",1
"3091","5334",2
"3092","5335",1
"3093","5336",2
"3094","5338",1
"3095","5339",1
"3096","5340",1
"3097","5341",3
"3098","5342",2
"3099","5343",1
"3100","5345",3
"3101","5346",5
"3102","5348",1
"3103","5349",3
"3104","5350",4
"3105","5351",1
"3106","5354",3
"3107","5355",2
"3108","5356",2
"3109","5357",3
"3110","5359",3
"3111","5360",1
"3112","5361",3
"3113","5362",1
"3114","5363",1
"3115","5364",4
"3116","5365",1
"3117","5366",2
"3118","5368",2
"3119","5370",2
"3120","5371",1
"3121","5373",4
"3122","5374",2
"3123","5375",2
"3124","5376",1
"3125","5377",1
"3126","5378",3
"3127","5379",2
"3128","5381",3
"3129","5382",2
"3130","5383",4
"3131","5384",1
"3132","5385",1
"3133","5386",3
"3134","5388",4
"3135","5390",1
"3136","5391",3
"3137","5392",2
"3138","5393",3
"3139","5394",1
"3140","5396",3
"3141","5397",1
"3142","5398",2
"3143","5399",2
"3144","5400",2
"3145","5401",1
"3146","5402",5
"3147","5404",1
"3148","5405",3
"3149","5406",2
"3150","5407",4
"3151","5408",4
"3152","5409",1
"3153","5410",1
"3154","5412",1
"3155","5413",2
"3156","5416",1
"3157","5417",4
"3158","5418",2
"3159","5420",1
"3160","5421",2
"3161","5423",4
"3162","5424",2
"3163","5426",3
"3164","5427",1
"3165","5430",2
"3166","5431",1
"3167","5432",1
"3168","5434",2
"3169","5435",2
"3170","5436",2
"3171","5437",1
"3172","5440",2
"3173","5442",1
"3174","5443",3
"3175","5444",1
"3176","5446",1
"3177","5448",1
"3178","5449",2
"3179","5450",4
"3180","5451",3
"3181","5452",3
"3182","5453",1
"3183","5454",3
"3184","5455",1
"3185","5457",3
"3186","5458",2
"3187","5459",2
"3188","5460",1
"3189","5461",1
"3190","5462",2
"3191","5463",4
"3192","5464",1
"3193","5466",5
"3194","5467",1
"3195","5468",1
"3196","5470",1
"3197","5471",5
"3198","5472",3
"3199","5473",5
"3200","5474",4
"3201","5475",2
"3202","5476",2
"3203","5477",1
"3204","5478",1
"3205","5480",1
"3206","5481",2
"3207","5482",3
"3208","5484",1
"3209","5485",3
"3210","5486",3
"3211","5487",1
"3212","5488",1
"3213","5489",3
"3214","5492",1
"3215","5493",2
"3216","5494",2
"3217","5495",2
"3218","5496",3
"3219","5497",1
"3220","5498",2
"3221","5499",1
"3222","5500",3
"3223","5501",2
